timestep	p0x	p0y	p0z	plx	ply	plz	ree
28000	-11.23575677	4.849487929	11.52089224	0.6998806316	-0.4824240869	4.414596508	14.87911842
28100	-11.71859578	5.698451834	11.86808036	0.5678274842	-1.048010791	4.732951144	15.72835095
28200	-11.58878989	6.351004295	11.63306262	-0.02060162662	-1.735923317	4.828567978	15.66915841
28300	-11.58407356	6.411904846	11.30133236	-0.4125613517	-2.105185348	4.491197843	15.6115804
28400	-12.02116354	6.563230691	10.90915661	-1.231870436	-1.953222351	4.371230895	15.22114617
28500	-12.70024257	6.890904841	10.64954296	-1.674863356	-1.75811596	4.7878515	15.18960086
28600	-12.73788957	6.967198235	11.25697396	-1.341932227	-1.822160913	4.873967132	15.74367981
28700	-12.11450643	7.467277312	12.06041351	-1.236783831	-2.059571415	4.701470933	16.22466429
28800	-11.34919815	8.098666243	12.12676267	-0.8465433505	-2.117005226	4.641235496	16.45292735
28900	-11.1908454	8.609970387	12.2340771	-0.1441305833	-2.1196019	4.436724449	17.26129595
29000	-11.0752075	8.608849702	12.3586002	0.7772995563	-1.484501389	4.462604972	17.45578415
29100	-10.94336551	8.950886906	12.79860326	0.4085248583	-0.6774670749	4.619292136	16.984456
29200	-10.38954005	8.976306475	12.45507935	0.2149391272	-0.5856500611	4.529355565	16.33104678
29300	-9.951494823	9.038369263	12.13524031	0.4151810568	-0.7685493783	4.050104681	16.401617
29400	-9.244783229	8.653042266	11.37935787	1.132634943	-0.8169522931	4.022987335	15.85836664
29500	-8.503055872	8.239379591	11.07363257	1.548603524	-0.3321956899	4.12400842	14.92665519
29600	-7.859476971	7.180635877	10.18172695	2.198437432	-0.02528120504	3.876150558	13.88694267
29700	-7.981260649	5.931566889	9.189927343	2.398729239	0.3507816266	3.282128469	13.18299821
29800	-8.504710505	4.883518872	9.566570217	1.950816335	1.352148543	2.868337625	12.90949022
29900	-8.396650214	3.999969296	9.30999184	1.407191177	2.239054868	3.079262907	11.74896203
30000	-8.24470298	4.089772583	9.369652431	1.033616096	2.578141724	3.835464483	10.90868777
30100	-8.988793978	4.077710805	9.345637984	1.164275014	2.017931412	3.702691179	11.79704835
30200	-9.075982824	3.743850833	8.397720468	1.360774366	2.711678026	3.628734763	11.52104622
30300	-10.22756652	3.404726433	8.193173562	1.218068754	3.620986706	3.419188655	12.40323616
30400	-10.69202474	3.098733989	7.799012039	0.8254500575	4.154713247	2.997755064	12.52275474
30500	-11.10879158	2.99595342	6.615905114	0.4504615585	4.07079941	2.600530243	12.283927
30600	-12.04272	3.21365888	6.812727649	0.122432748	3.810975994	2.373337898	12.96363801
30700	-12.60145216	3.31200874	7.570435552	-0.1892641201	3.568760539	2.205838062	13.5243203
30800	-12.88516519	3.368764456	8.286551723	-0.4463496407	3.329309659	2.464895804	13.7338038
30900	-13.39602546	3.428967221	8.837387415	-0.8096888747	3.127859636	2.603891164	14.04859459
31000	13.76649704	3.445629213	8.936289423	-1.326774135	3.343242861	2.784871113	16.29899583
31100	13.57205437	3.176045057	9.315081739	-0.885171916	4.045507362	3.054737934	15.77844292
31200	12.80020054	3.442943635	10.45534196	-0.5775183561	4.358427212	2.829479807	15.42579809
31300	13.46494433	4.065673121	11.11086152	-0.1392376576	4.910027062	3.198272485	15.76057633
31400	-13.40835671	4.383585812	11.06349401	0.4382314156	5.889061673	3.369653348	15.91193403
31500	-12.46947689	4.824610097	10.61511026	0.7486274743	6.655461461	4.052755179	14.870602
31600	-12.06122136	4.014084795	10.38681996	0.8425480557	6.88519986	4.726976583	14.37999979
31700	-11.35794211	4.631320641	10.59441525	1.283725852	6.359357221	5.12205497	13.88324912
31800	-11.04342768	5.30048463	10.77771368	1.641988955	5.875561766	4.944348516	13.97421404
31900	-11.06387743	4.769734255	11.20983681	1.19409625	5.165643025	4.369703529	14.04286601
32000	-10.84778335	3.892927449	11.35066226	0.5936326819	5.306456964	4.12303605	13.60671331
32100	-10.65232675	3.608297799	10.63307653	0.7180843231	5.211278025	4.131318994	13.19578132
32200	-10.47762398	3.895935596	10.97054428	1.2027231	4.998363073	4.252989658	13.51929711
32300	-10.92818777	4.803272453	10.87475414	1.425387294	5.050562202	4.636378327	13.84157873
32400	-10.92963224	5.18403657	10.57265548	0.5032301913	5.189339599	5.396491271	12.55002181
32500	-11.50190029	5.395817084	10.79286773	0.1253430708	4.107613819	5.481723923	12.84758749
32600	-12.28233283	5.993002511	10.90876203	0.5077581574	4.151596268	5.188479059	14.13148406
32700	-13.04896513	5.901307439	11.19969721	0.449795382	4.762832585	4.535620234	15.0971051
32800	-13.68768915	5.567520128	11.73904558	0.2001140025	4.843459514	4.046633741	15.89240511
32900	-13.53181689	4.516655345	12.698916	-0.2712452841	4.917013326	3.790585654	15.98003115
33000	-12.49934168	4.025300105	12.56137644	-0.6523222879	5.515953757	3.582758103	14.93952824
33100	-11.8924283	3.523087127	12.66790743	-0.591908368	5.783113585	3.346535137	14.82219456
33200	-11.15398285	3.507399199	12.76580645	-0.8658736993	6.29551189	3.646468416	14.02786828
33300	-10.26717845	3.522482187	12.58832578	-1.550736574	7.299695902	3.60176122	13.07677502
33400	-9.919911349	3.62590876	12.01844121	-1.738351439	8.255100528	3.309203541	12.81476335
33500	-9.330710658	3.419890897	11.87825144	-1.227294003	8.944177468	2.810938254	13.35661903
33600	-8.9270047	3.188123208	11.64647305	-0.6342654898	9.221094004	1.878628804	14.16252243
33700	-9.167163746	3.296637017	10.92296611	-0.3322085131	9.225780164	1.28998888	14.352889
33800	-9.193422579	3.75715282	10.15563491	0.2216623995	9.343438369	0.9181656229	14.3241492
33900	-9.780385225	4.581982916	10.05139508	0.6193421016	9.056906991	0.8516920346	14.58813936
34000	-10.13042052	4.616823198	10.03276114	0.9274440139	9.063165783	0.4763137823	15.27651847
34100	-9.709766834	4.822654121	9.813267424	1.138793242	9.315186659	0.2150219034	15.16576478
34200	-10.14651775	4.291887141	9.974996608	1.277955602	9.537884175	0.03053458165	16.02907986
34300	-10.55457367	4.537439467	9.991834243	1.060977987	9.02055338	-0.4476921574	16.24817104
34400	-10.73911799	5.255715362	10.46075751	0.8039847951	8.464607138	-0.8076892729	16.44743449
34500	-10.6464965	5.915229348	11.31442095	0.8924674012	8.135938905	-0.8888714295	16.94106206
34600	-10.48536946	5.815089166	11.99841596	0.1715515687	7.292258511	-1.156143944	16.99395309
34700	-10.67559362	5.934573146	12.26393418	-0.3486724831	7.092139917	-1.995780604	17.64439646
34800	-10.94517059	5.607468093	12.77717637	-0.05640582349	7.488870339	-2.476335915	18.83545883
34900	-10.30297581	4.682495904	12.65763723	-1.116372939	7.681939125	-3.028980193	18.42444838
35000	-9.990971615	4.223782109	12.20735154	-1.185478228	6.459873063	-3.223120735	17.90631987
35100	-9.02622996	4.616597627	12.21314618	-1.000292249	5.613142541	-3.38552905	17.57064162
35200	-9.647787841	4.711652467	12.35281607	-0.9570464702	4.954259771	-3.641706161	18.20474074
35300	-9.852151071	4.663961519	11.97136214	-1.192889391	4.66459981	-3.148512953	17.42393285
35400	-9.860190349	5.35403167	11.56452818	-1.810619029	4.115351425	-2.068632713	15.88058573
35500	-10.51534581	4.356062174	10.99280594	-3.176166385	4.044027243	-1.651893473	14.6235886
35600	-11.09298809	4.258749094	11.53251536	-4.10524249	3.636906193	-1.536581291	14.83295535
35700	-11.08576328	4.457258304	12.48202615	-4.364927501	3.865636414	-1.355945443	15.39510013
35800	-10.56693855	4.26071656	12.80563379	-4.305626998	4.456572759	-0.8371008658	15.01221473
35900	-10.41509465	3.964660947	12.75932043	-4.305866509	4.657116703	-0.2915573717	14.42662728
36000	-10.34016739	3.726525781	12.60293205	-4.389916168	4.444861265	0.3272889217	13.66063358
36100	-10.21482149	3.396895837	12.43533854	-4.770088779	3.891243088	1.196983956	12.49760406
36200	-10.44999066	3.092047711	12.09528566	-4.216127965	4.118143404	2.151954551	11.78065151
36300	-10.82000742	2.738022872	11.71571097	-3.982157199	4.394854829	2.846508126	11.32095609
36400	-11.48443568	2.22202754	11.3524917	-4.005909158	4.50345065	2.624436609	11.71802867
36500	-12.56457819	2.180918909	10.66894382	-3.672868139	4.480222075	3.004278646	11.96229054
36600	-13.11341371	2.867418267	10.39845915	-3.646441323	4.251608916	2.959204938	12.11949063
36700	-13.55814549	3.624077058	10.40363832	-4.014802788	3.642750921	2.693183271	12.26893865
36800	-13.47155873	4.414070091	10.82105701	-4.949384609	3.440730264	2.355158456	12.05181648
36900	-13.55525253	5.041764803	11.20200002	-5.454974794	3.434865831	2.273336046	12.1621406
37000	-13.69894962	5.676370208	11.36653519	-5.502606981	2.828967268	2.799927758	12.19321529
37100	-13.06806542	6.346107865	11.95764467	-5.644650524	3.467978954	3.005846052	11.98020923
37200	-13.09344752	6.272114069	12.83284718	-5.948588699	3.721679849	2.928480908	12.47598468
37300	-13.18408888	5.793121534	13.17944191	-6.141191946	3.803176681	2.938178742	12.58752355
37400	-13.1916695	5.399228072	13.48295638	-6.162383707	3.546544647	3.157586401	12.62761101
37500	-13.11887437	5.136173578	13.63846057	-6.164002811	2.79621181	3.494117301	12.5201182
37600	-13.28123275	5.269157308	-13.54950918	-6.211570585	2.090926433	3.375108227	18.61515375
37700	-13.12959487	5.363942367	-13.61146692	-6.63661778	2.267546337	2.878067687	17.99030771
37800	-13.23217621	5.303888199	-13.51103505	-7.646939855	2.728299871	2.721668998	17.3588364
37900	-13.14083245	5.011847936	-13.34275526	-7.994721318	3.241902444	3.256321075	17.46838579
38000	-12.65747267	4.771837509	-13.16252637	-7.771798661	3.441591528	3.491755791	17.40702385
38100	-11.91334516	4.348411427	-12.46166017	-8.337708792	3.590168416	3.747684583	16.61634632
38200	-11.80662489	3.56272807	-11.83238889	-8.408514195	3.719969616	3.54152712	15.74576688
38300	-11.96179559	2.933673971	-12.08438633	-8.39367374	3.915758692	3.354867393	15.87660352
38400	-12.41533191	2.651257128	-12.87333336	-8.117119278	4.153501924	3.478705177	16.97411369
38500	-12.87710963	3.093542632	-13.16339339	-7.927958917	3.631336392	3.74624167	17.62722533
38600	-13.25007859	2.836637475	-13.07438501	-8.256959759	3.044266497	3.885385358	17.68072839
38700	-12.70209704	3.243190925	-13.42153151	-8.729838527	3.242729937	3.141709416	17.0329031
38800	-12.64364074	3.694504233	13.85236953	-9.066231897	3.591438675	3.026766569	11.4018488
38900	-12.7124526	3.939545478	12.91137946	-8.654601867	3.893546819	2.963294379	10.74395948
39000	-11.99608729	4.024862253	12.4132998	-8.696112332	4.671217706	2.642574648	10.33318345
39100	-11.67780814	4.112784147	12.71058986	-8.68963134	5.016718794	3.050826993	10.15171498
39200	-11.98626712	4.066186126	13.03412657	-8.041220242	5.165559976	3.327286428	10.53540523
39300	-12.18787566	3.937175784	13.01177551	-7.592539257	5.470071713	3.857191959	10.35728181
39400	-12.27399133	3.889760709	13.64747756	-6.884391702	5.776661963	3.652113653	11.51153683
39500	-12.72200671	4.167285261	13.81387619	-5.992414042	5.628649214	3.395381409	12.48871633
39600	-13.24378519	4.285593472	-13.01906772	-5.896455984	4.703138661	2.475460576	17.15336695
39700	-12.63118613	3.943422689	-12.39651256	-5.903989996	3.939405266	2.315401428	16.17700829
39800	-12.61268275	3.910746259	-11.83844267	-6.486687736	3.685310194	2.654186362	15.7357851
39900	-12.48539409	4.302255101	-11.41548582	-7.017257311	3.5672138	3.24916029	15.6682051
40000	-12.08996938	4.601184719	-11.01413128	-7.908303082	4.241811461	3.061159628	14.68772605
40100	-11.5805056	4.645638898	-10.69090479	-8.642736337	4.299267613	2.3759301	13.39748615
40200	-11.1908066	4.601101368	-10.62561081	-9.002316779	3.951107624	2.626441245	13.44726229
40300	-10.98984779	4.69920311	-10.40729268	-8.511395774	4.287182508	2.730895355	13.37626518
40400	-10.77038347	4.769369254	-10.23353794	-8.905792427	4.397901334	3.40943927	13.77481453
40500	-10.53572803	4.980467156	-10.11206442	-9.590531702	4.676918887	3.985478724	14.13245415
40600	-10.46266183	5.072490963	-10.20862052	-9.576079621	5.044661298	3.510636166	13.7479019
40700	-10.18303294	4.976985082	-10.57806906	-9.149387876	5.83316262	4.001012848	14.64073398
40800	-9.740340988	4.904368557	-11.00126122	-9.814227348	6.946324375	3.826351933	14.96773712
40900	-9.083001585	5.109385368	-11.44028691	-10.31856829	6.809817629	3.005986585	14.59838733
41000	-8.427044316	4.554460788	-11.97757633	-10.07744752	6.059567206	2.422952318	14.572728
41100	-7.930721612	3.911348127	-11.90663232	-9.977588673	5.673737808	2.532931085	14.69001952
41200	-7.608417388	3.629044942	-11.69638677	-10.48908981	6.050341936	3.398636087	15.55701346
41300	-7.441443717	3.532584956	-11.5224051	-10.04510366	6.257548632	4.252717615	16.21909273
41400	-7.204805017	3.528095342	-11.40386507	-9.455152131	6.363937882	4.551010627	16.36044386
41500	-7.19172059	3.538101751	-11.53542339	-8.952010587	5.443647358	3.942992018	15.69430051
41600	-7.127153026	3.49760652	-11.54708742	-9.114693523	4.46300013	3.548144238	15.25609127
41700	-7.350218942	3.362041335	-11.93528257	-9.729050667	4.416811061	3.120385769	15.2788916
41800	-7.501064117	3.20597788	-12.40590619	-9.231508216	3.919996404	2.46194593	14.98523559
41900	-7.700598556	2.747818301	-12.87086563	-8.68044506	3.893080315	2.437459732	15.38234539
42000	-7.926380775	1.969054761	-13.03454336	-9.030111061	3.821244062	2.567810102	15.75062727
42100	-8.126326358	1.174559784	-12.76061031	-9.054558053	3.462477249	2.352313087	15.31328293
42200	-8.146669157	0.6014368968	-12.47876762	-9.003232446	3.184594059	2.021497501	14.75344333
42300	-8.631755525	0.2614298534	-12.21893107	-8.746741513	2.622482159	1.970958148	14.38543519
42400	-8.858138664	-0.08629346833	-12.30576821	-8.777685508	2.590076013	1.412222585	13.97686294
42500	-8.840082182	-0.4310439089	-12.64671039	-8.907654374	2.515013645	0.771880792	13.73835545
42600	-9.274006834	-0.8801793385	-12.85660783	-9.463206459	2.512518316	0.2920567592	13.58063232
42700	-9.990371468	-1.304684797	-12.6445064	-9.826383341	2.599332718	0.1400028136	13.3683178
42800	-10.49741003	-1.623288546	-12.18183864	-9.492050866	2.263544809	0.2004262823	13.01686234
42900	-10.5535638	-2.054131643	-11.69753709	-9.854105322	1.535330349	0.2706531518	12.51443395
43000	-10.4173024	-2.57186107	-11.5012904	-10.11924443	1.655243276	0.2755921243	12.51607813
43100	-10.30372882	-3.307619686	-11.36664169	-10.2429773	1.841341712	0.2735057998	12.72825706
43200	-10.40319226	-4.527170873	-11.10335926	-10.09363419	1.435363816	0.3216362652	12.89101117
43300	-11.57723392	-5.373238664	-11.06768313	-9.897312463	2.044396786	-0.2009715755	13.26381814
43400	-12.43391336	-5.832101139	-10.86446308	-10.07575696	2.430673369	-0.3896710297	13.54826973
43500	-12.9970978	-5.830103296	-11.12539602	-10.59434265	2.77903372	-0.8793804832	13.59673883
43600	-13.69230722	-5.906820012	-11.81319425	-11.22402922	2.557843619	-1.182627119	13.81129553
43700	13.30726938	-5.974678508	-12.54989904	-11.83271583	2.01272424	-1.79630891	28.48608712
43800	12.41884558	-6.136156442	-13.39833222	-12.03759844	1.818899467	-2.448447317	27.95175394
43900	11.56659808	-6.143982754	13.36610893	-11.90420035	1.375327144	-2.730610549	29.43675897
44000	11.35491547	-5.84770021	12.49765902	-11.85503628	1.707992038	-3.439764607	29.15118895
44100	11.39001427	-5.427526984	12.18292048	-12.37374471	1.523220807	-3.681874806	29.40613653
44200	10.9721346	-4.734487017	11.86241288	-12.16834851	2.070374375	-3.593973849	28.6476524
44300	10.20668249	-4.315242617	11.79762316	-12.41108205	2.716083275	-3.806299644	28.36344872
44400	9.869384486	-4.157709593	11.90385359	-12.70720388	3.470216077	-4.1971656	28.75987502
44500	9.534439439	-3.907461859	11.8370901	-12.52177488	3.885825373	-4.981985499	28.8113384
44600	9.397561241	-3.703363497	11.70596912	-12.19279992	3.866218853	-5.387777143	28.55938433
44700	8.81415807	-3.660622428	11.36661052	-11.37781697	4.083583793	-5.296324017	27.30095188
44800	8.729937378	-3.46649844	10.81272275	-10.8065981	4.681372219	-5.085332283	26.47285721
44900	8.620529369	-2.970806689	10.72351877	-10.03227024	4.44370687	-5.313441672	25.69213975
45000	8.206216821	-2.908852589	10.55928952	-9.739842676	3.790525623	-5.493781059	24.99287489
45100	8.214558509	-2.937297192	10.29452356	-9.024797733	4.070939537	-5.459517003	24.38238257
45200	8.529209986	-3.001984665	10.38857507	-8.711459628	4.152941845	-5.214270419	24.32863435
45300	9.631818161	-2.849694498	9.892472184	-8.836470128	3.723803252	-5.166185558	24.71946031
45400	8.886103808	-2.280966218	10.24247026	-8.020934377	3.831790826	-5.796324655	24.09266862
45500	9.664823318	-1.879223087	10.22635189	-7.495360399	3.284692122	-5.975834639	24.15882393
45600	9.313888401	-1.281156592	9.325526334	-7.655319968	2.939546156	-5.302823893	22.79817964
45700	9.555286751	-1.84162536	9.168984514	-7.629509713	2.872378618	-4.539857076	22.48269114
45800	9.970791224	-1.83105968	8.968829558	-7.345548081	3.688303895	-5.209060695	23.05063021
45900	10.76459821	-1.81829948	8.76306282	-7.75963283	3.535566396	-5.003021853	23.69211056
46000	11.24585701	-1.882735651	9.066952527	-7.834453856	3.318610313	-4.695648678	24.09401284
46100	11.30603746	-1.843797163	9.093606997	-7.758480671	3.260006743	-4.901870213	24.19458717
46200	11.40664677	-1.85040012	8.740068254	-7.4770492	3.038318362	-5.14322113	23.94241563
46300	11.8690723	-1.07244184	8.720903577	-6.957219725	2.732855789	-5.036906895	23.62597956
46400	11.98983053	-0.6177409604	8.339845527	-6.901141742	2.65317167	-4.153572995	22.88347022
46500	12.28995499	0.04925133669	8.336947134	-7.121711501	2.476561037	-3.83811734	23.04206638
46600	12.4587961	0.7194427418	8.502644985	-7.5489751	2.564916749	-3.849995894	23.58610649
46700	13.04717164	0.7222764461	9.265520049	-7.545163606	3.168529757	-3.159750181	24.17469269
46800	-13.65136291	0.5799991756	9.747826216	-7.406772497	3.723260834	-2.41274869	14.02692359
46900	13.44642524	0.1387981377	9.707207951	-6.606252639	4.145598512	-1.893316491	23.51034893
47000	12.91639379	-0.830221233	9.754560264	-5.690139738	4.318826557	-1.686087133	22.44112733
47100	12.92233499	-1.16876231	9.418187756	-5.210360497	4.193257487	-1.358808153	21.76441
47200	12.51109593	-1.146704485	8.637544318	-5.480004585	4.035786922	-1.245957695	21.17124293
47300	12.09893657	-1.148273133	7.183442876	-5.059934053	3.40153872	-1.005177961	19.5494537
47400	13.2810932	-0.3811951144	6.341978279	-5.223531553	2.901451211	-0.2091175529	19.90260688
47500	13.84755861	-0.266623473	5.672226001	-5.273633978	3.149566889	0.4838016212	20.10497725
47600	-13.5036063	0.0861090012	5.494294556	-5.513487955	2.839043589	0.3121986189	9.913362613
47700	-13.09452095	0.6695843872	5.740959498	-5.639483484	2.081227712	0.1818356647	9.406071357
47800	-12.50567627	0.8000356631	5.6793083	-5.634669939	1.130696819	0.3140267227	8.723893125
47900	-12.26897466	1.243184993	5.57265543	-5.492319295	-0.03758214193	0.2928146545	8.68562842
48000	-12.39475062	1.731720497	4.696012471	-4.713362009	-0.1807821	0.3819231614	9.015140805
48100	-12.28763191	1.533106906	4.29422753	-3.947292655	0.3335499097	0.7101671697	9.156728925
48200	-11.93003667	1.595685289	4.791196063	-3.539103302	0.9837626012	0.5822680764	9.40729966
